author,comment,published_at
Hi I Am Barney,"So I'm almost through now (after a devastating bug that was caused by the Spawn Positions children inside the Crate and Toilet, where I had accidentally named the parents Node2D ""SoawnPositions"". After renaming it properly in the parent, Godot crashed everytime when a Scene was loaded with one Crate or Toilet in it. I had to manually edit the TSCN file to not include these children anymore and re add them, which took a bit of fiddling. Scary stuff, none the less).

I've had several run ins with unruly area body calculations, where my lasers in particular would simply sometimes disappear. I've learned that when checking collision boxes and masks, if I use the vertical ... symbol (which is a lot clearer as to what is selected anyways) for checking these, I get no issues. Depending on the current sauce on the spaghetti, that is Godot sometimes, this is something to watch out for!

One thing I notice is that (especially for the enemies) we store the Player position in a ""Global Variable"". I think this is very unnecessary busywork and clutters up the code in the long run, at least if you want to access multiple things from the Player.
I am not quite aware of Performance impact comparatively to the method shown but it's a lot easier to just add the Player CharacterBody2D to a Group called ""Player"" and in the enemy script, for example you want the Player Position, go like: pos = get_tree().get_first_node_in_group(""Player"").global_position
And that's it, really.",2023-07-14T12:04:22Z
eshaan gupta,some error with rigid body because in it is not shooting i dont know maybe new update of godot,2023-07-14T11:25:55Z
Kiryonn Akira,"I've watched to 2:13:00 so i don't know if it's corrected later but i'd like to point out a mistake: Scripts doesn't need to be attached to a node. You can create a script that extends Reference or even Object as such:
```gd
extends Object
class_name MyClass

var attribute_1: int

func _init(attribute_1: int):
----self.attribute_1 = attribute_1
```
then you can create it wherever using
```gd
var my_custom_class_variable = MyClass.new(attribute_1)
```
As for References, it's super usefull when you want to create data files",2023-07-14T02:00:39Z
Duncan Directory,3:21:07,2023-07-13T23:57:44Z
Firnyx,9:34:10,2023-07-13T21:51:29Z
Shinsuke Moriya,"BY THE GODS, im 4 hours in and just saw the total size of the video. LMAO!",2023-07-13T21:44:43Z
Duncan Directory,2:15:24,2023-07-13T19:00:17Z
Frank Drebin,"11:22:27 some explanation of that performance penalty: GPU runs multiple threads in parallel (32 for CUDA) on a single processing unit, and these threads are following the same instructions, but with their own memory (own variables). If one thread diverges due to ""if"" statement, the other threads have to wait until it finishes ""if"" block. In many cases conditions are perfectly fine, all depends if condition result will be the same between multiple threads at that point in time.
Also problem with ""current_a == 1.0"" is that floats are an approximation, and almost in all cases you need inequality operator e.g. ""current_a >= 0.9999"". Godot manual have some more info about floats in shading language section.",2023-07-13T17:43:16Z
Duncan Directory,1:21:34,2023-07-13T16:31:41Z
Frank Drebin,"10:20:00 You can also keep track of who fired the projectile and exclude it in collision, this would be also useful for kill count for players/turrets.",2023-07-13T16:24:11Z
Hawk Game Dev,"Great resources, thank you insta subscribed. You are doing humanity a great deal of help.",2023-07-13T15:22:02Z
Frank Drebin,7:09:26 Autotiles make this waaay easier...,2023-07-12T23:16:53Z
Gambly,Man I’m glad I found this video I’m trying to learn godot for a month but I can’t but with this video I actually think I can do it I am 4 hours in hope I don’t get in trouble!,2023-07-12T21:13:43Z
Отдам блендер на запчасти,Not structured :-(,2023-07-12T18:19:12Z
Herr Woland,This...this is 11 hours! (sits closer to the screen),2023-07-12T10:16:35Z
JanbluTheDerg,God(ot)amn... that's a lot of hours...,2023-07-12T01:35:10Z
Kenedy (SSS),TAH PORRA MENOR,2023-07-11T22:21:34Z
Zemeio,"Some more advices I think could be useful here (disclaimer: I'm only 2 hours into the video and downloaded the final version to check it out)

1. In your game, if you have a bigger screen you can see more, which can be unfair. It's easy to fix this by doing these steps (which will make your game scale if you increase the window size)
    1. Project -> Project Settings
    2. Turn on Advanced Settings (button on the top right)
    3. Go to Display -> Window
    4. Set the Stretch Mode to ""canvas_items""
2. The things that mess with physics (moving, colliding etc) should be done inside the _physics_process, not _process. For this game it won't change that much, but it can generate some inconsistent physics for some more complex games. Things like timers, which depend on real time instead of physics frames, are usually better at _process.

I will keep updating here with advice I can find, or if someone wants to reply with their own =).",2023-07-11T20:12:38Z
Joshua Barratt,Fantastically clear and wonderfully paced. I can’t believe I watched a YouTube video as long as the LOTR trilogy and never got bored.,2023-07-11T15:25:29Z
AbdelAziz Sharaf,"One of the best toturial management I have ever seen before
thanks",2023-07-11T13:03:20Z
ChocolateCoveredGummyBears,wow godot is a game engine? ty so hard to tell,2023-07-11T12:46:00Z
AstroTech_Guy,"8:28:20 You can just write Color() and then right-click on ""Color"" and choose the Colorpicker to get a color-value. 

Very good and extreme detailed tutorial. Well done like always!",2023-07-11T11:48:29Z
Paweł Sawczuk,As always top video. You are the best programming teacher on youtube. I look forward to longer godot course on udemy as it was with pygame and python GUI!,2023-07-11T10:32:59Z
abcdefgEnjoyer,"getting some weird glitch/bleed effects when i try to setup the Lightoccluder at 5:16:25

put the occluder around the light instead of inside the texture like u did

so weird how you do the grenade thingy at 10:44:55 - but in general it seems so weird to use groups in any way, shape or form to me xD",2023-07-11T10:06:34Z
sali,"Amazing!!!
I wanted to start Godot but was unable to find anything as a starting point. Then i stumbled on this 11 hour tutorial. This is just what the doctor ordered.
Thank you for putting this online 🤠.
Amazing!!!",2023-07-10T18:22:24Z
Alex .G,Shortest coding tutorial:,2023-07-10T17:28:33Z
first name,"OMG, get rid of your introduction -- its too LOUD -- and there is no need for 30 seconds of what is basically NO CONTENT -- just get on with the video",2023-07-10T17:21:49Z
Warachot Promsa,Love your work!! Can you do a card game such as hearthstone with python video?,2023-07-10T07:57:01Z
Squidtito,"Oh damn, this may be useful fr",2023-07-09T22:25:15Z
savagekid94,"Thanks for this! You are essential to my python programming and game dev progression. After finding your videos I've since found a passion that was since lost when I was young. I never thought I could get in to game dev and programming because I hated math and anything thing that looked like it but it wasn't as bad as I thought, then you came along and now I'm having tons of ideas for goals and projects that I want to do for myself",2023-07-09T15:26:03Z
TeraGeek,"6:28:40

To add smoother movement and always put the player on the right spot.
Also, nice vid. Got me back in to game dev.



func _on_gate_player_entered_gate(body):
	var tween: Tween = create_tween()
	body.can_move = false # Player can't overwrite the speed or direction variables
	body.speed = body.walking_speed # high_speed = over_shoot
	tween.tween_property(body, ""direction"", Vector2(0, 0), 1)\
		.from(($Gate/CollisionPolygon2D.global_position - body.global_position).normalized())",2023-07-09T12:42:18Z
Scott Drew,"Excellent video. Super clear, not rushed, but not drawn out. Thank you 🙏",2023-07-09T12:35:55Z
LuigiBro,"You helped me learning Python and Pygame, now I am starting to learn C++, thank you so much :)",2023-07-09T10:24:06Z
🎃 𝕵𝖊 𝖘𝖚𝖎𝖘 𝖀𝖓𝖐𝖓𝖔𝖜𝖓 🎃,5:33 damn right after I clicked the button Your video card driver seem not to support required Vulkan version,2023-07-09T09:58:10Z
Yacine Lyoubi,Did someone manage to use an api and get the result in other script ? I'm strugglling AF wiith this HttpREQUESTS,2023-07-09T03:36:08Z
MVMS,"I have your Python course, you're a really good teacher, thank you for everything :D",2023-07-08T23:19:20Z
Just A Guy,i'm wearing my glasses and I got to tell on 4.1 I do not see that blue square of what's visible to the player,2023-07-08T23:16:50Z
Bob Jefferson,"I'm having an issue in the Creating custom scenes section. The laser projectiles are not presented in the game window whatsoever. I have checked the code numerous times, and the properties of the generated projectiles claim they  are where they should be (at the player) but there is nothing on the window. 

If anyone could help or point me in the right direction, I would be grateful. Thanks!

Edit: Turns out I used a Node instead of a node2D to store the marker2D's the laser would spawn at. Global positions don't seem to work with nodes but do work with node2D's. My bad!",2023-07-08T20:09:03Z
Martin Goodson,"And ... they've only just released Godot 4.1. Darn it, it's hard to keep up with Godot. I assume 4.1 won't require another 11-hour video :)",2023-07-08T20:02:10Z
Alex Lee,"""Godot is so easy to use!""


The tutorial: 11hr long",2023-07-08T15:43:31Z
SHINXBI 忍者,"2:39:00 Alternatively, you can right-click the parent node and save the branch as a scene :))",2023-07-08T13:49:46Z
Vivek,"Excellent tutorial , specially the way you try to not cover up the small obstacles you get when you are trying to sort something out, you go through the process of debugging those issues and sorting those. thanks for your efforts !!",2023-07-08T13:25:18Z
iWhisperASMR,Thanks!,2023-07-08T13:18:56Z
Adam max,3D next time plz,2023-07-08T08:36:54Z
Jouner,"what do i see lmao, i might try that video even if it is 11h long",2023-07-08T01:17:05Z
Zachery Colbert,"This is amazing, thank you very much",2023-07-08T00:42:59Z
THE GEEK CLUB,"Dang, dude, this isn’t a video. This is a full course. For free. Crazy stuff!",2023-07-07T15:40:43Z
Unknown,"Can you make a godot 3d game tutorial please. This really helped me understanding godot but 3d is a little bit different so please , i never asked any youtubers before , your teaching skills is way too good , please accept my request.",2023-07-07T13:35:57Z
M,"I'm only three hours in, but this is very well made. I really like that you include exercises where the student must use what they just learned. If you make paid courses, I will buy them.",2023-07-07T00:55:24Z
Vandreic,"Thank you for creating such high-quality educational videos for free! Your teaching with small presentations, drawing on the screen etc. is really helpful, and I've learned a lot from your videos. Thank you Christian, for all the work and contributions you're making to the community.",2023-07-07T00:29:26Z
robin Hobin,BIG THANKS BRO,2023-07-06T20:15:55Z
Dailyz,Best godot tutorial,2023-07-06T19:57:02Z
NamineX,Could you pls do a 3d one?,2023-07-06T18:17:30Z
Jasher R,thaksssssssssssssssssssssssssss,2023-07-06T17:24:04Z
Xander,"The sheer size of this video is impressive, massive props for the dedication to make this! I'll be watching this over the next week or so, and I'm sure I'll learn tens of new things I never knew about the Godot engine. This is the first video I'll be watching from your channel, but I'm sure it won't be the last!",2023-07-06T17:23:14Z
Rockabluesy,This is the person that answer stackoverflow question,2023-07-06T11:49:34Z
Vierkleur,"Thank you very much, so well done! You taught me a lot and I'm grateful, please do more if your time permits but short quick tutorials doesn't cut it, we need lectures like this, learning small things as you go. Keep well and all the best",2023-07-06T09:03:19Z
Unknown,Can anyone provide the assets used in this video for practice purposes.,2023-07-06T07:29:34Z
iYiyo,what a gem! thanks for this tutorial!,2023-07-06T03:01:17Z
Hi I Am Barney,"Once I'm finished with my current Tutorial Series, this def will be worth a tackle!
That Intro Song goes so hard too!",2023-07-06T00:53:22Z
Android480,"With the removal of KinematicCharacter, how should I program a physics based protagonist? 

Finding it confusing to control a RigidBody player with impulses, but I guess that’s correct?

Also, how do you know when you need a physics based character, compared to a normal one with the physics hand coded in?",2023-07-05T21:38:37Z
#BringBestOutOfBest,Your efforts are making me anxious about the human limits💋,2023-07-05T21:17:39Z
Bezimienny,"A bit surprised you used Globals as Script. You can stuff Nodes into Globals, that would allow you to use signals inside of it.",2023-07-05T19:18:40Z
Dipal Zambare,"Dear Chris, this is simply great thank you.

But we always want more :) so if you can add a tutorial for settings screen (e.g. Turn on/off background music it will be really complete.

At 2:39:00 we don't need to create the gate again, we can use ""Save branch as  a scene"" option.",2023-07-05T17:28:38Z
Muhammad Abdullah,Can I Follow this Tutorial In Godot 3 I don't have Vulcan supported GPU just Intel Integrated one,2023-07-05T16:39:27Z
MagCoder,"Hey bro. I like your videos, especially on Pygame. Learned a lot (especially about Tiled). I'd like you to make some very unusual Pygame content, like write your own set of GUI and HUD and add something unusual to it, like a minicard or compass widget, plus a widget for hero state/equipment, context menus, inventory menu and/or minicard and/or diary, purely as an additional module for Pygame. And as variants we could make some interesting graphical editor based on Pygame, for example 2d map editor or graph editor so we could move graph nodes with mouse (Drag'n'Drop function), implement some game components (for example light, particle system, triggers, time of day changer, camera). 😁😉",2023-07-05T14:53:37Z
Geeves,"I thought this was an hour and not 11 hours.. amazing level of detail!!!

I actually came here because another course I am doing (my frist one for Godot) started off really easy but it's zipping through increasingly advanced material and I am not keeping up with the leraning, just typing what I see and absorbing some of it, sometimes.

I'm nearly 2 hours into this one and I feel like every, single step is explained in detail, which is what I need. THANK YOU!!!! 

I thought I was going to blitz a 1hr course since I've been (kind of) keeping up with another course already but I am learning something the whole way.

Also THANK YOU SO MUCH for providing the files at every stage!!! If I miss something, I am not punished for it, nor do I have to dig back through practically frame-by-frame to find what I missed that is preventing my progress in the future. 

Absolutley so thankful for this.",2023-07-05T12:40:17Z
Panagiotis kougioumtzidis,"Hi I want to congratulate you again for your excellent work.
I’ve start doing the ‘The ultimate introduction to Godot 4’ but when I insert GPUParticles2D and trying to select from 'Process Material' the 'New ParticleProcessMaterial' the program crashes and close.
When I insert GPUParticles2D it says:
drivers/vulkan/rendering_device_vulkan.cpp:7735 - Condition ""!pipeline"" is true.
This compute pipeline requires (0) bytes of push constant data, supplied: (32)
No compute pipeline was set before attempting to draw.

Is there something that I can do to fix this?
Thanks again.",2023-07-05T11:58:25Z
Flahtort,"I recently decided to learn Gamedev for fun (i know, strange hobby) and started yesterdey. Thanks god I decided yesterday and not like week ago when your video was not uploaded. 

I searched ""Godot"" on youtube and saw your 11-hour video. I instantly realize that's what i'm neeaded. 1:15:00 into video already and seems good man! Thank you for your hard work, appreciate it so much!",2023-07-05T11:11:17Z
Groupiefukilikeit,Only 10 mins in so far but thanks heaps for the upload looks awesome 👍,2023-07-05T09:47:57Z
Artiom Markarian,"Great tutorial, It would be great if you will make the same for UE5 and Unity too",2023-07-05T08:36:33Z
qooldeluxx,"this is by far the best intro to godot 4 tutorial on youtube. You did a fantastic job. I've been a bit overwhelmed getting into godot but your learning style, speech, and excercises have greatly helped me. Thank you so much!",2023-07-04T17:17:20Z
Tim Rakes,Great video. Hope we see a lot more on Godot.,2023-07-04T16:01:55Z
Wald Sin,"Thank you very much for your work. Your lessons have clarified so many points that I used to do on crutches, now I already have a basic set of knowledge that I feel is adequate for initial work on projects.

I would like to make a small remark about the account 10:41:00
It seemed to me that your decision was suboptimal to call the hit() function in _process().
I did it a little differently:
I added Area2D to Grenade and set Monitoring to false. This zone will be responsible for the affected area. After that, I added a call to the body_entered() handler
func _on_attack_area_body_entered(body):
    if body.has_method(""hit""):
        body.hit()
after that, I added a track to the Monitoring value in the AnimationPlayer, which first activates it at the moment of the explosion, and then turns it off after 0.1 seconds.
That's all I needed for the mechanism to start working and the explosion occurred only once for all objects in the area.

I also want to touch on the moment with custom signals. At many points, we need to connect signals manually - in the editor or with the help of code, and I think that this approach will complicate work with the code in the future.
I can't offer a better solution yet, but I'll go down the following path:
I will try to make each object as independent as possible. So that each scene is responsible for its own logic and, if necessary, calls parents or children, and checks for the presence of handlers.
If such a system can be developed, then ideally every scene will run in any environment with the same behavior and we will not have many references in the code to scenes that are not related to each other.
But this is not a decision, just an observation that I would like to organize better.

Maybe someone has additional thoughts on this? It would be interesting to know.

In any case, I am very grateful for your work. I hope that thanks to you, the Godot community will expand significantly and we will have many new and interesting projects based on this engine.
I'm going to watch the second part.
greetings from Ukraine.",2023-07-04T14:34:18Z
Manfriny Pereira,01:37:45 I did it with the most possible difficult way... I used CTRL+LClick... lol.. and I thought: Which kind of human uses that commands? hahahahahaha (Was CTRL OR LClick),2023-07-04T14:23:24Z
NO_ONE_88,Can you please do 3d,2023-07-04T06:15:57Z
JungaBoon,This is pracrically half a summer college course right here,2023-07-04T01:41:18Z
Carlos Eduardo Pérez,"Please make more Godot tutorials like this! Your way of explaining shaders just blew my mind at how easy you made it to comprehend 

You just earned a new subscriber",2023-07-03T20:54:53Z
Aael R.,"As someone who doesn't know coding yet, when the coding part with the positions and everything started, I got lost 🤣 But it's okay I'll get it eventually! Thank you for the tutorial, 11 hours are so much work. We appreciate it, especially since it's for the latest version of Godot and there aren't many tutorials up to date around :)",2023-07-03T19:12:21Z
Mehedi Mim,can anybody help me ? i am facing problem while accessing to parent node .,2023-07-03T17:12:36Z
Two Left Shoes,I shall not sleep tonight,2023-07-03T14:09:32Z
WiseNoodle,Amazing video! Very very useful resource for beginners and intermediates,2023-07-03T12:49:30Z
Hackenshaw,Not 11 minutes but 11 HOURS? Now I have to watch it,2023-07-03T11:35:13Z
A T,"Your teaching style is chef kiss. I love the way you explain stuff clearly, as the name of your channel implies 🙏",2023-07-02T20:23:16Z
Cody,"Been wanting exactly this. Thank you, its so hard to get started. My mind is focused on making games but theres so much other stuff to learn first when you know nothing.",2023-07-02T17:43:13Z
Bill makes games,This is truly the ultimate introduction to godot. Would love to see more godot videos ❤,2023-07-02T09:58:31Z
Quantum_HG,The way you express information is very 'clear' and the value you're adding by these videos is invaluable,2023-07-02T08:31:11Z
YOUR ANONYMOUS YOUTUBER,subbed,2023-07-02T05:46:11Z
ciscornBIG,"Well, now i have no excuse. Thanks bro.",2023-07-02T01:28:32Z
Cschwatz,"I am just finishing the pygame tutorials (currently doing the ""zelda"" one) and was thinking of starting with a more robust game engine and literally thought of Godot. I was already planning on start to look for some tutorials and stuff. By some coincidence of destiny you just dropped a 11 hour tutorial for us. Hot damn mate, you are the real MVP. Thank you so much for your content!",2023-07-01T14:42:56Z
Phat,What about efficiency on mobile platforms in comparison to Unity for example?,2023-07-01T13:42:00Z
kraldragon,what is the music in the intro ?,2023-07-01T12:49:27Z
DrWine,even for me who is not a begginer it's still useful,2023-07-01T11:20:29Z
InnerEagle,"It's because of you people who make people pay their courses to hate you
I paid 20$ for a course and you gave me twice as more for free, you are evil.
I love you",2023-07-01T07:54:16Z
Бойл Норингтон,Thanks. This titanic tutorial is awesome,2023-07-01T00:52:09Z
Isometric Polygon,Couldn't have come out with this at a better time. Gonna be going through this course over the weekend. Thanks!,2023-06-30T21:00:52Z
Clu,12 hours🔥bro is a menace,2023-06-30T19:25:33Z
meezi,finally a great tutorial for godot,2023-06-30T18:27:00Z
MKDLMR,Does this cover 3d as well as 2d?,2023-06-30T17:09:00Z
hani,Thank you for your hard work. This is seriously top level content 😊,2023-06-30T16:58:50Z
Aitor Álvarez,This came out just as I decided to try Godot again after 4 years,2023-06-30T15:08:28Z
𓂀 𝕌𝕟𝕜𝕟𝕠𝕨𝕟 𓂀,thanks man i was leaving the godot because none teah me well but today i saw your video and i come back and i have learn soo many things man. GOD BLESS YOU,2023-06-30T13:27:08Z
diego santos,I want so much a long video like this just about shade language🙏🙏🙏,2023-06-30T11:53:33Z
Anwaar-Dev,Thanks!,2023-06-30T10:46:45Z
unicorn_tamer,Finally! I 've been waiting for this for such a long time! Thank you for taking the time to make such hight quality content and releasing it for free!,2023-06-30T10:29:10Z
Michael Gringauz,"This is one of the most comprehensive introductions to Godot I’ve ever seen 🤩 
Keep them coming! 💪",2023-06-30T06:40:44Z
Bissash,"Just found this video in my feed. Such a good recourse, I’ve watched already 2h straight of the course. I just found very insightful how you teach, thanks for the course!",2023-06-29T23:04:18Z
Yousef Albasel,Bro i love you,2023-06-29T21:57:40Z
Klank,11 hours woah,2023-06-29T20:13:07Z
anwaar ullah,🔥,2023-06-29T19:58:42Z
Palash Tailor,Man  I wanted to learn Godot but I could not find a good tutorial. But thanks man Your tutorial is wholesome,2023-06-29T17:41:35Z
Dam Board,oh yes,2023-06-29T16:39:07Z
6cv,nuclear launch codes? lol 4:22,2023-06-29T16:32:08Z
Archer Wayne,"Hi Clear Code, I am really appreciate the tutorials you make. I started code in pygame a year ago because your videos not only teach code but also explain the ideas behind it. This makes me truly understand programming in a desginning level and I made few games using pygame. 

Now I started using Godot because I wanted to create a more complex game and I feel python's proformance is not good enough. But I struggled to learn godot because most tutorials didnt explain things clearly as you did. 

Thanks for the programming videos you made over the years. Gaming programming now has became the most important passion to me and it was your videos that overcame difficulties on the way. Love!",2023-06-29T15:37:22Z
Soheil Salah,"Yesterday I was searching about game development and how the game engines work, and finally I decided to download and learn Godot, and today by coincidence I found the awesome 11-hour video talking about Godot in detail. Thanks a lot, Clear Code. You Are The best.",2023-06-29T15:35:25Z
bexplosion,Can't find section with skeleton animation. Is it in this tutorial?,2023-06-29T13:09:26Z
xylos froxy,Bro please make a ultimate course on flutter I want to learn it so badly  but their is nobody who can explain that much effectively as you can 🙏🙏,2023-06-29T12:57:17Z
healplease,"Hey @ClearCode, thanks for the video! I am a python web dev, and I really wanted to have a grip on Godot, but just couldn't make it with existing tutorials. This one is a gold nugget! 

Also, I would like for you to add projectiles to the graphics folder, this one seems to be missing on the repo. Thanks a lot!",2023-06-29T11:04:56Z
DiVad,"The exact moment I needed this, clear code never fails.

Don't stop creating these videos AND THANK UUUU",2023-06-29T08:53:44Z
Daine Minton,Been waiting for this !!!,2023-06-29T03:22:52Z
PafoDev,"Just finished watching the platformer video, and i was looking to learn godot and just in time you uploaded this incredible tutorial I LOVE YOU",2023-06-29T02:31:25Z
Futuristic Llama,"me: learning to code is har-
this masterpiece: HALELLUYA! HALELLUYA!",2023-06-29T02:11:25Z
Savin Nikitos 🇺🇦,Godot is top,2023-06-29T00:32:57Z
Julien-Carl Dubois-Lafaille,"I'm not there yet, still going through the pygame videos, but you bet I will watch this later in the summer!",2023-06-29T00:05:34Z
Marlon Solleske,Glad that the classes continue :),2023-06-28T21:56:29Z
Anup Shanbhag,"Thank you so much for this amazing 14 hours tutorial! Just wanted to mention that in your resources/graphics folder, the projectile images are missing. I just moved the projectiles folder from the full game to the resources/graphics folder. Thanks a lot again!",2023-06-28T21:52:28Z
Josue Barros,"You are amazing brother!!

Will you teach us how to create a Quake-like game with Godot and TrenchBroom?",2023-06-28T20:28:35Z
William,Man I just made the swap from pygame to godot and this couldn't come at a better time.,2023-06-28T20:26:35Z
Not a Software Engineer,I am going to watch every second of this video,2023-06-28T19:50:33Z
Chigstar Dan,I was wondering when last since you uploaded only scroll YouTube and see this banger of a video you dropped. Love it!,2023-06-28T18:32:09Z
Wiktor,i was literally doing your pong tutorial yesterday and praying that u will do an updated one,2023-06-28T17:52:40Z
Gamer Tech,"THANK🎉

Make tutorial on design pattern, d. Principles ,SOLID and architecture. 
this area tuts very less in gamedev community
Example: full function game rpg, chaAracter customz, abilities, buff duff, ai, main game logic etc",2023-06-28T17:39:48Z
Woeden,"Damn, 10+ hours tutorial 🔥🔥",2023-06-28T17:14:39Z
SquareRootOf2,This super mega tutorial has the potential to spawn thousands of new Godot game developers. Very good pacing and very clear and thorough explanations. Great job!!!,2023-06-28T16:57:59Z
Blackest Bill,*FYI* this video is only 7hr 40mins at 1.5x speed,2023-06-28T16:55:34Z
Blackest Bill,God bless you! <3,2023-06-28T16:51:36Z
Sinegazer,"I'm learning godot rn, this is really cool",2023-06-28T16:51:10Z
Alex Mejia,the best godot video.,2023-06-28T16:44:10Z
Pranav Boddu,damn i wish i had this when i started lol,2023-06-28T16:42:06Z
EveyHedgehog,Cool video to upload on my birthday,2023-06-28T16:39:06Z
beanie,This mad lad,2023-06-28T15:32:42Z
Shih Yueh Jan,Hello,2023-06-28T15:19:13Z
vodka whisperer,btw what happened to the video about pygame rotation? it just disappeared one day,2023-06-28T15:17:18Z
juiceDéLemon,Oh hell nah. You motivated me to make a realistic snake game! I still have my neovim setup to do!!!!,2023-06-28T14:52:34Z
Holy Graphite,😯😯😯,2023-06-28T14:36:43Z
Temirlan,"Yeaaah, finally godot tutorial. Thank you so much!",2023-06-28T14:19:16Z
Apfel,"OH MY GOD THANK YOU

I wanted to learn Godot for sooo long but all the tutorials were shit or outdated.

I have watched the complete 4 hours of your pygame tutorial (and even coded along) + the complete 2 hour python classes tutorial and you explain everything SO GOOD

you are BY FAR the best coding channel (at least when it comes to explaining things) on youtube :)",2023-06-28T14:10:20Z
Lucas Brentano,Really interested in the Shader video!,2023-06-28T14:08:23Z
OptimizeLife,Lets gooooooooooo,2023-06-28T13:36:15Z
Math Go,"""where we go"" - mario",2023-06-28T13:01:02Z
Mareczekw30,"I entered to see, what it is about, might be cool intro to something new. Then I see 11 and half hours... Incredible. Thank you in the name of all code learners :)",2023-06-28T12:56:14Z
Flamingle Games,"Man… I fell out of programming years ago. I really enjoyed both game development and your content back in the day. Just stumbled across this video on my page, and I’m wondering if this is a sign I should get back into it? Either way, thank you all that you’ve done for the community! Your impact has meant a lot.",2023-06-28T12:37:31Z
Dinesh Kumar,Love you bro ❤❤❤ wanted to learn Godot from a long time but didn't find someone better than you,2023-06-28T12:33:05Z
VantaTree,People like you really are really driving the pygame and even godot community forward <3,2023-06-28T12:26:03Z
Reza Shir,thanks a lot. I check your channel every day and I respect you a lot,2023-06-28T12:25:35Z
Lucas Brentano,"Really good quality video, good job!",2023-06-28T12:23:48Z
N1k4,"Wow. When I wanted to learn Pygame I found your course when it was free and now when I decided use Godot, you uploaded this video. Thank you so much 😅😅",2023-06-28T12:14:01Z
Pietro iz2rpn,"Thank you for the video, Italy thanks you as well.",2023-06-28T12:12:18Z
Gogei,"This is amazing, but could you please do this for Unity too (:",2023-06-28T12:09:17Z
bahamajo,That's what I've been waiting for. Thanks a lot!,2023-06-28T12:04:47Z
BOGDAN F.,Thank You! Cant wait to watch it! 🙏,2023-06-28T12:00:32Z
oussema,Amazing ❤🎉,2023-06-28T11:55:01Z
BeRaikwal,IVE BEEN WAITTTINGGGGGGGGG,2023-06-28T11:53:46Z
The Blue Cactus Studios | Memory ,And just when I thought Im gonna stay on Godot 3 😭😭😭,2023-06-28T11:53:18Z
quest of answers,"idk man , i just installed godot was looking for a video and here i am",2023-06-28T11:49:09Z
Subaru Natsuki,Thank you always for all the pieces of art you have uploaded! Got your Python course some weeks ago and all of your explanations are extremly easy to understand :D,2023-06-28T11:28:34Z
Ivan Yosifov,I knew this guy was up to something. He was gone for 3 months.,2023-06-28T11:26:25Z
Firnyx,Omgg are you serious!!! This is amazing more than 11 hours for free thank you so much,2023-06-28T11:25:53Z
Potato CAT,"tile maps! particles !   and even PATHFINDING !!!!!!!!!!!! all in one  
i knew clear code has the potential  
",2023-06-28T11:23:42Z
Potato CAT,"YOOOOOOOOOOOOOOOOOOO! 
the exact video i wanted so much my life GO GOTOD 4!!!!",2023-06-28T11:21:06Z
Emperor,bro really came back after 3 months with an 11 hour long video 👏🏼 just wanna say thanks because i’ve been following along all your pygame vids and they’ve taught me a lot.,2023-06-28T11:16:40Z
Bin Bin,You make a lengendary video again <3,2023-06-28T11:10:19Z
Aaron Esh,Your lessons are so good. One of the best I've ever seen on YouTube,2023-06-28T11:08:21Z
Prashant,"Epic
Thank you Sir.",2023-06-28T11:07:30Z
mohammed ,🎉🎉🎉🎉,2023-06-28T11:05:00Z
Random Channel,"Hello, clear code. Welcome back! Your courses are awesome.",2023-06-28T11:03:10Z
crackfoolman,Wow thank u very much!!!,2023-06-28T11:02:53Z
Pro Param,This is so epic thanks!,2023-06-28T11:02:46Z
Linux Enthusiast Gamer,Hello first comment,2023-06-28T11:02:17Z
Critical thinking,A new video from ClearCode. Yaaaaaay 😁,2023-06-28T11:02:07Z
