author,comment,published_at
James Gordon,I think I might be getting it. Shifting the focus from me to others isn’t just about ethics or kindness or compassion. There is a cognitive and emotional advantage to me.,2022-04-05T16:33:08Z
Kyle Pugh,"Just had an interview, perfect lol",2022-04-05T16:31:07Z
Jon Hadley,"I mean you say around 14:30 that nobody will treat you badly if you say you suck and get invited to play a game but I've had tons of experiences playing video games with people where I express hesitancy because I'm bad at the game but they insist, so I play, and then they end up frustrated with me because I'm bad at the game. This is why I don't play games I'm bad at with other people.",2022-04-05T16:30:16Z
Max Ramos,"Perfect timing, adhd brain here, have an interview later today 🙏🙏🙏",2022-04-05T16:27:54Z
Chronorust,I used to be so worried about this. I think my mom and dad coaxing me into wearing a tacky dress pants and dress shirt with dress shoes to an interview for a freaking food server job at a basic restaurant really scarred me lol,2022-04-05T16:19:16Z
StealthNinjaK,dis gud mang.,2022-04-05T16:18:17Z
Elusive Man,"For me, being nervous in an interview is less about public speaking fear and more akin to test anxiety. This seems like it was advice more for overcoming nerves for public speaking, like making a pitch to your boss or speech for your class, rather than interviews (which are much closer to a test IMO). I usually find your videos very enlightening, but you might be ever so slightly off the mark here. Either way, I appreciate your work Dr.K! Cheers!",2022-04-05T16:18:02Z
AlexanderTheGr8,Good luck to all that a looking for work.,2022-04-05T16:17:50Z
Frankyroflz,"apparently everyone and his mother has an interview in an hour, gl",2022-04-05T16:17:22Z
Brandon Dayon,"the cool thing about being a carpenter is the bar is set so low, even me, an intelligent nerd who doesnt fall for trump nonsense nor sports idiocy is easily hired. but yeah the interview formula is pretty easy but often over looked for most ""higher"" jobs",2022-04-05T16:13:12Z
Skoggomann,"This is so true. Take yourself out of the equation. Don't mistake being nervous for anxiety. Being nervous makes you alert, helping you perform your best. 

Also recognize the difference between being prepared and being knowledgable. You HAVE to be prepared to give a speech or presentation, but being knowledgable is what will make it good. Having the actual knowledge to back it up will give YOU confidence, and you will not be bound 100% by your script or slides. Then you can focus on TELLING THE AUDIENCE SOME COOL STUFF.

Also we don't have to pretend all presentations actually have value, especially in school. Sometimes they are just throwaway assignments. You can't be knowledgable about everything, but a prepared presentation is still good. Don't focus on the details. Give the MOST barebone information you can, and imagine you're giving it to a child. Just go up there and explain the simple thing and enjoy being nervous. There are people who CHASE fear like maniacs, so it's not entirely wrong to get enjoy some nervosity.",2022-04-05T16:12:12Z
A Music Lover,Good luck to everyone who has a job interview 👏🏽🥳,2022-04-05T16:11:17Z
Sagittario,That's good and all but people need money now. They need a job or career. They can't keep blowing money trying to survive and can't pay bills and end up on the street.,2022-04-05T16:09:59Z
Corey Stewart,"Are you kidding- I have a job interview in one hour
EDIT: I GOT THE JOB 👑💅✨",2022-04-05T16:09:55Z
JKSpice,amogus,2022-04-05T16:09:29Z
Rednassie,I literally just went for a job interview. I can't wait to see everything I've done wrong haha,2022-04-05T16:08:40Z
Nyanko42,I have an interview in an hour this is such perfect timing,2022-04-05T16:01:16Z
babayaga,"Just take some propranolol prior to stressful sits, call it cheating w/e. It's like a positive feedback loop: no fight or flight response/adrenaline -> ease on the mind -> even less manifestation of anxiety",2022-04-05T16:00:00Z
Boji,The big fear,2022-04-05T15:58:10Z
matcha,"I used to run my high school's public speaking club and the piece of advice that was spread around the most was ""play to win, not to avoid losing"". If your attitude is not to mess up, you'll be preoccupied with a thought that can lead you to doing the exact opposite. It takes time and practice to build confidence but it's an attitude that can help when you're afraid about an interview, presentation, etc.",2022-04-05T15:57:00Z
Andrea Olson,Perfect timing,2022-04-05T15:51:24Z
fingersonmyhand.,This came just in time.,2022-04-05T15:51:16Z
